ChangeID,timestamp,record_id,column_changed,old_value,new_value,feedback_source,notes,changed_by,RuleAction
12,2025-06-03T16:09:29.112445,NYC_GOID_000012,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
13,2025-06-03T16:09:29.112516,NYC_GOID_000014,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
14,2025-06-03T16:09:29.112585,NYC_GOID_000015,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
15,2025-06-03T16:09:29.112655,NYC_GOID_000016,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
16,2025-06-03T16:09:29.112725,NYC_GOID_000017,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
17,2025-06-03T16:09:29.112798,NYC_GOID_000018,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
18,2025-06-03T16:09:29.112916,NYC_GOID_000019,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
19,2025-06-03T16:09:29.113166,NYC_GOID_000024,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
20,2025-06-03T16:09:29.113286,NYC_GOID_000026,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
21,2025-06-03T16:09:29.113364,NYC_GOID_000027,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
22,2025-06-03T16:09:29.113440,NYC_GOID_000028,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
23,2025-06-03T16:09:29.113518,NYC_GOID_000029,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
24,2025-06-03T16:09:29.113598,NYC_GOID_000030,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
25,2025-06-03T16:09:29.113669,NYC_GOID_000034,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
26,2025-06-03T16:09:29.113738,NYC_GOID_000035,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
27,2025-06-03T16:09:29.113808,NYC_GOID_000036,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
28,2025-06-03T16:09:29.113909,NYC_GOID_000038,PrincipalOfficerName_SplitReview,Linda E. Johnson,N/A,System_NameSplitRule,PrincipalOfficerName ('Linda E. Johnson') did not split into two parts; requires manual review.,MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
29,2025-06-03T16:09:29.114008,NYC_GOID_000041,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
30,2025-06-03T16:09:29.114105,NYC_GOID_000043,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
31,2025-06-03T16:09:29.114177,NYC_GOID_000044,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
32,2025-06-03T16:09:29.114246,NYC_GOID_000045,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
33,2025-06-03T16:09:29.114342,NYC_GOID_000048,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
34,2025-06-03T16:09:29.114415,NYC_GOID_000050,PrincipalOfficerName_SplitReview,"Richard R. Buery, Jr.",N/A,System_NameSplitRule,"PrincipalOfficerName ('Richard R. Buery, Jr.') did not split into two parts; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
35,2025-06-03T16:09:29.114485,NYC_GOID_000051,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
36,2025-06-03T16:09:29.114600,NYC_GOID_000054,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
37,2025-06-03T16:09:29.114674,NYC_GOID_000056,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
38,2025-06-03T16:09:29.114744,NYC_GOID_000057,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
39,2025-06-03T16:09:29.114814,NYC_GOID_000058,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
40,2025-06-03T16:09:29.114885,NYC_GOID_000059,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
41,2025-06-03T16:09:29.114954,NYC_GOID_000060,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
42,2025-06-03T16:09:29.115024,NYC_GOID_000061,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
43,2025-06-03T16:09:29.115094,NYC_GOID_000062,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
44,2025-06-03T16:09:29.115165,NYC_GOID_000063,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
45,2025-06-03T16:09:29.115240,NYC_GOID_000064,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
46,2025-06-03T16:09:29.115310,NYC_GOID_000065,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
47,2025-06-03T16:09:29.115379,NYC_GOID_000066,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
48,2025-06-03T16:09:29.115448,NYC_GOID_000067,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
49,2025-06-03T16:09:29.115517,NYC_GOID_000068,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
50,2025-06-03T16:09:29.115587,NYC_GOID_000069,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
51,2025-06-03T16:09:29.115657,NYC_GOID_000070,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
52,2025-06-03T16:09:29.115727,NYC_GOID_000071,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
53,2025-06-03T16:09:29.115797,NYC_GOID_000072,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
54,2025-06-03T16:09:29.115867,NYC_GOID_000073,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
55,2025-06-03T16:09:29.115937,NYC_GOID_000074,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
56,2025-06-03T16:09:29.116006,NYC_GOID_000075,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
57,2025-06-03T16:09:29.116075,NYC_GOID_000076,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
58,2025-06-03T16:09:29.116143,NYC_GOID_000077,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
59,2025-06-03T16:09:29.116213,NYC_GOID_000078,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
60,2025-06-03T16:09:29.116281,NYC_GOID_000079,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
61,2025-06-03T16:09:29.116350,NYC_GOID_000080,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
62,2025-06-03T16:09:29.116419,NYC_GOID_000081,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
63,2025-06-03T16:09:29.116487,NYC_GOID_000082,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
64,2025-06-03T16:09:29.116556,NYC_GOID_000083,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
65,2025-06-03T16:09:29.116627,NYC_GOID_000084,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
66,2025-06-03T16:09:29.116696,NYC_GOID_000085,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
67,2025-06-03T16:09:29.116767,NYC_GOID_000086,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
68,2025-06-03T16:09:29.116835,NYC_GOID_000087,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
69,2025-06-03T16:09:29.116901,NYC_GOID_000088,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
70,2025-06-03T16:09:29.116968,NYC_GOID_000089,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
71,2025-06-03T16:09:29.117036,NYC_GOID_000090,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
72,2025-06-03T16:09:29.117104,NYC_GOID_000091,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
73,2025-06-03T16:09:29.117185,NYC_GOID_000092,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
74,2025-06-03T16:09:29.117251,NYC_GOID_000093,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
75,2025-06-03T16:09:29.117317,NYC_GOID_000094,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
76,2025-06-03T16:09:29.117384,NYC_GOID_000095,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
77,2025-06-03T16:09:29.117496,NYC_GOID_000098,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
78,2025-06-03T16:09:29.117572,NYC_GOID_000099,PrincipalOfficerName_SplitReview,Felix V. Matos Rodriguez,N/A,System_NameSplitRule,PrincipalOfficerName ('Felix V. Matos Rodriguez') did not split into two parts; requires manual review.,MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
79,2025-06-03T16:09:29.117639,NYC_GOID_000100,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
80,2025-06-03T16:09:29.117708,NYC_GOID_000101,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
81,2025-06-03T16:09:29.117803,NYC_GOID_000103,PrincipalOfficerName_SplitReview,Nancy G. Chaffetz,N/A,System_NameSplitRule,PrincipalOfficerName ('Nancy G. Chaffetz') did not split into two parts; requires manual review.,MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
82,2025-06-03T16:09:29.117900,NYC_GOID_000106,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
83,2025-06-03T16:09:29.118041,NYC_GOID_000107,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
84,2025-06-03T16:09:29.118231,NYC_GOID_000108,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
85,2025-06-03T16:09:29.118318,NYC_GOID_000109,PrincipalOfficerName_SplitReview,Kathy Hirata Chin,N/A,System_NameSplitRule,PrincipalOfficerName ('Kathy Hirata Chin') did not split into two parts; requires manual review.,MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
86,2025-06-03T16:09:29.118407,NYC_GOID_000110,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
87,2025-06-03T16:09:29.118506,NYC_GOID_000112,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
88,2025-06-03T16:09:29.118601,NYC_GOID_000114,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
89,2025-06-03T16:09:29.118674,NYC_GOID_000115,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
90,2025-06-03T16:09:29.118744,NYC_GOID_000116,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
91,2025-06-03T16:09:29.118839,NYC_GOID_000118,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
92,2025-06-03T16:09:29.118910,NYC_GOID_000119,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
93,2025-06-03T16:09:29.118979,NYC_GOID_000120,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
94,2025-06-03T16:09:29.119051,NYC_GOID_000121,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
95,2025-06-03T16:09:29.119121,NYC_GOID_000122,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
96,2025-06-03T16:09:29.119235,NYC_GOID_000125,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
97,2025-06-03T16:09:29.119307,NYC_GOID_000126,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
98,2025-06-03T16:09:29.119375,NYC_GOID_000127,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
99,2025-06-03T16:09:29.119466,NYC_GOID_000130,PrincipalOfficerName_SplitReview,N/A,N/A,System_NameSplitRule,"PrincipalOfficerName ('nan') is effectively empty, None, or not a string after initial processing; requires manual review.",MyName_Phase6_SupplementalRun_SchemaVerified,name_split_review_needed
